2022-05-16 03:51:43.666 INFO  (main) [] o.e.j.u.log Logging initialized @1593ms to org.eclipse.jetty.util.log.Slf4jLog
2022-05-16 03:51:43.936 INFO  (main) [] o.e.j.s.Server jetty-9.4.44.v20210927; built: 2021-09-27T23:02:44.612Z; git: 8da83308eeca865e495e53ef315a249d63ba9332; jvm 11.0.15+10-Ubuntu-0ubuntu0.22.04.1
2022-05-16 03:51:44.343 INFO  (main) [] o.a.s.s.CoreContainerProvider Using logger factory org.apache.logging.slf4j.Log4jLoggerFactory
2022-05-16 03:51:44.361 INFO  (main) [] o.a.s.s.CoreContainerProvider  ___      _       Welcome to Apache Solr™ version 9.0.0
2022-05-16 03:51:44.361 INFO  (main) [] o.a.s.s.CoreContainerProvider / __| ___| |_ _   Starting in cloud mode on port 8984
2022-05-16 03:51:44.361 INFO  (main) [] o.a.s.s.CoreContainerProvider \__ \/ _ \ | '_|  Install dir: /home/haseeb/Desktop/DC_Project/solr
2022-05-16 03:51:44.362 INFO  (main) [] o.a.s.s.CoreContainerProvider |___/\___/_|_|    Start time: 2022-05-16T03:51:44.362175Z
2022-05-16 03:51:44.398 INFO  (main) [] o.a.s.s.CoreContainerProvider Solr Home: /home/haseeb/Desktop/DC_Project/solr/example/cloud/node2/solr (source: system property: solr.solr.home)
2022-05-16 03:51:44.501 INFO  (main) [] o.a.s.c.c.ConnectionManager Waiting up to 30000ms for client to connect to ZooKeeper
2022-05-16 03:51:44.551 INFO  (zkConnectionManagerCallback-2-thread-1) [] o.a.s.c.c.ConnectionManager zkClient has connected
2022-05-16 03:51:44.551 INFO  (main) [] o.a.s.c.c.ConnectionManager Client is connected to ZooKeeper
2022-05-16 03:51:44.662 INFO  (main) [] o.a.s.c.NodeConfig Loading solr.xml from SolrHome (not found in ZooKeeper)
2022-05-16 03:51:44.663 INFO  (main) [] o.a.s.c.SolrXmlConfig Loading solr.xml from /home/haseeb/Desktop/DC_Project/solr/example/cloud/node2/solr/solr.xml
2022-05-16 03:51:45.979 WARN  (main) [] o.a.s.u.StartupLoggingUtils Jetty request logging enabled. Will retain logs for last 3 days. See chapter "Configuring Logging" in reference guide for how to configure.
2022-05-16 03:51:45.979 INFO  (main) [] o.a.s.c.ZkContainer Zookeeper client=localhost:9983
2022-05-16 03:51:46.003 INFO  (main) [] o.a.s.c.DistributedClusterStateUpdater Creating DistributedClusterStateUpdater with useDistributedStateUpdate=false. Solr will be using Overseer based cluster state updates.
2022-05-16 03:51:46.022 INFO  (main) [] o.a.s.c.c.ConnectionManager Waiting up to 30000ms for client to connect to ZooKeeper
2022-05-16 03:51:46.032 INFO  (zkConnectionManagerCallback-12-thread-1) [] o.a.s.c.c.ConnectionManager zkClient has connected
2022-05-16 03:51:46.032 INFO  (main) [] o.a.s.c.c.ConnectionManager Client is connected to ZooKeeper
2022-05-16 03:51:46.077 WARN  (main) [] o.a.s.c.ZkController Contents of zookeeper /security.json are world-readable; consider setting up ACLs as described in https://solr.apache.org/guide/zookeeper-access-control.html
2022-05-16 03:51:46.090 INFO  (main) [] o.a.s.c.c.ZkStateReader Updated live nodes from ZooKeeper... (0) -> (2)
2022-05-16 03:52:09.000 INFO  (zkCallback-11-thread-2) [] o.a.s.c.c.ZkStateReader Updated live nodes from ZooKeeper... (2) -> (1)
2022-05-16 03:52:09.012 INFO  (main) [] o.a.s.c.DistributedClusterStateUpdater Creating DistributedClusterStateUpdater with useDistributedStateUpdate=false. Solr will be using Overseer based cluster state updates.
2022-05-16 03:52:09.081 INFO  (main) [] o.a.s.c.ZkController Publish node=localhost:8984_solr as DOWN
2022-05-16 03:52:09.108 INFO  (main) [] o.a.s.c.TransientSolrCoreCacheDefault Allocating transient core cache for max 2147483647 cores with initial capacity of 1024
2022-05-16 03:52:09.149 INFO  (main) [] o.a.s.c.ZkController Register node as live in ZooKeeper:/live_nodes/localhost:8984_solr
2022-05-16 03:52:09.182 INFO  (zkCallback-11-thread-2) [] o.a.s.c.c.ZkStateReader Updated live nodes from ZooKeeper... (1) -> (2)
2022-05-16 03:52:09.301 INFO  (main) [] o.a.s.p.PackageLoader /packages.json updated to version -1
